,Input sentence,isComparative,subject,object,aspect,predicate,label
2215,Tuy nhiên tốc độ 60Hz được duy trì rất ổn định và không bị tụt khung hình khi chơi game.,0,[],[],[],[],[]
2216,Tất nhiên nó không thể lên cao hơn 60 được.,0,[],[],[],[],[]
2217,Nói về khả năng chơi game thì con chip chuyên game Snapdragon 730G này là thoải mái cho bạn chơi rồi.,0,[],[],[],[],[]
2218,"Dù là những game đòi hỏi đồ họa cao cũng “cân” tốt, tất nhiên là mình đang nói tới max setting nha.",0,[],[],[],[],[]
2219,alt: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2220,des: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2221,Galaxy M51 chơi PUBG,0,[],[],[],[],[]
2222,"Khi chơi PUBG mobile, mặc dù để max đồ họa nhưng nó vẫn cực kỳ mượt mà.",0,[],[],[],[],[]
2223,Như mình nói màn hình rất ổn định ở 60Hz cùng với chip ngon thì việc ổn định hình ảnh ở 60 fps là quá dễ với sản phẩm này.,0,[],[],[],[],[]
2224,Kể cả lúc bạn bung dù hay bắn “hội đồng” thì nó cũng rất mượt mà.,0,[],[],[],[],[]
2225,"Di chuyển dễ dàng, hiển thị bụi cỏ rung động và âm thanh các kiểu rất thật.",0,[],[],[],[],[]
2226,PUBG là game đòi hỏi đồ họa rất cao mà còn chơi được như thế thì chơi Liên Quân cũng chẳng có gì trở ngại nó được cả.,0,[],[],[],[],[]
2227,Với cài đặt max đồ họa bạn sẽ có cảm nhận tuyệt vời hơn.,0,[],[],[],[],[]
2228,"Bụi cỏ lay động, farm quái cũng thấy thích.",0,[],[],[],[],[]
2229,"Nhất là khi combat tổng, bạn sẽ thoải mái thể hiện kỹ năng của mình mà không bị cản trở bởi giật lag các kiểu.",0,[],[],[],[],[]
2230,Camera,0,[],[],[],[],[]
2231,Samsung Galaxy M51 được trang bị bộ tứ camera phía sau bao gồm:,0,[],[],[],[],[]
2232,"Cùng với đó là một camera selfie được trang bị cảm biến lên tới 32 MP f / 2.0, 26mm, 1 / 2.8 “, 0.8µm.",0,[],[],[],[],[]
2233,alt: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2234,des: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2235,"Đối với phần mềm chụp ảnh, Samsung đã tích hợp tính năng “chụp một lần” để chụp ảnh và quay video với tất cả các ống kính cùng lúc.",0,[],[],[],[],[]
2236,Điều này cho bạn những bức ảnh và khoảnh khắc đẹp nhất cho mỗi khung hình.,0,[],[],[],[],[]
2237,Tính năng này mới chỉ tìm thấy trên các sản phẩm cao cấp của Samsung như S20 và Note 20 series năm nay.,0,[],[],[],[],[]
2238,"Tất nhiên sau khi chụp tất cả, bạn có thể lựa chọn cái nào đẹp thì để lại và không đẹp lắm thì không lưu.",0,[],[],[],[],[]
2239,Tính năng này cũng được tích hợp ở camera trước.,0,[],[],[],[],[]
2240,Camera chính,0,[],[],[],[],[]
2241,"Trong điều kiện đủ sáng, camera chính tạo ra hình ảnh tuyệt vời.",0,[],[],[],[],[]
2242,"Độ sặc nét cao nhưng không quá mức, dải động rộng, màu sắc bão hòa nhẹ.",0,[],[],[],[],[]
2243,Nhìn chung là khả năng xử lý hình ảnh trong điều kiện đủ sáng khá tốt.,0,[],[],[],[],[]
2244,alt: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2245,des: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2246,Ảnh chụp thường đủ sáng từ camera chính,0,[],[],[],[],[]
2247,Bạn cũng có thể chụp ảnh ở chế độ 64MP.,0,[],[],[],[],[]
2248,Kết quả bạn sẽ có hình ảnh sắc nét hơn và chi tiết hơn.,1,[],[],"['6&&hình', '7&&ảnh']","['8&&sắc', '9&&nét', '10&&hơn']",COM+
2249,Kết quả bạn sẽ có hình ảnh sắc nét hơn và chi tiết hơn.,1,[],[],[],"['12&&chi', '13&&tiết', '14&&hơn']",COM+
2250,Nhưng đổi lại nó sẽ chiếm nhiều không gian lưu trữ hơn.,1,['4&&nó'],[],"['8&&không', '9&&gian', '10&&lưu', '11&&trữ']","['6&&chiếm', '7&&nhiều', '8&&không', '9&&gian', '10&&lưu', '11&&trữ', '12&&hơn']",COM-
2251,"Trong điều kiện ánh sáng yếu, Galaxy M51 vẫn cho hình ảnh chất lượng tốt.",0,[],[],[],[],[]
2252,Có chế độ ban đêm hỗ trợ cho việc chụp ảnh.,0,[],[],[],[],[]
2253,"Bạn sẽ có một hình ảnh có độ phơi sáng khá cao hơn, nâng cao chi tiết ở những vùng tối hơn.",1,"['5&&hình', '6&&ảnh']",[],"['8&&độ', '9&&phơi', '10&&sáng']","['12&&cao', '13&&hơn']",COM+
2254,"Bạn sẽ có một hình ảnh có độ phơi sáng khá cao hơn, nâng cao chi tiết ở những vùng tối hơn.",1,"['5&&hình', '6&&ảnh']",[],"['17&&chi', '18&&tiết', '19&&ở', '20&&những', '21&&vùng', '22&&tối']","['15&&nâng', '16&&cao', '17&&chi', '18&&tiết', '19&&ở', '20&&những', '21&&vùng', '22&&tối', '23&&hơn']",COM+
2255,Đương nhiên khi bạn phong to hình ảnh lên sẽ thấy khá nhiều hạt mịn.,0,[],[],[],[],[]
2256,alt: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2257,des: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2258,Ảnh chụp chế độ ban đêm từ camera chính,0,[],[],[],[],[]
2259,Nếu bạn chụp ảnh trong điều kiện ánh sáng đèn trong nhà thì hình ảnh cũng rất tốt.,0,[],[],[],[],[]
2260,Nói chung không chê được điểm gì.,0,[],[],[],[],[]
2261,alt: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2262,des: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2263,"Ảnh chụp từ camera chính, ánh sáng đèn trong nhà",0,[],[],[],[],[]
2264,Camera góc cực rộng,0,[],[],[],[],[]
2265,"Camera góc cực rộng có một góc nhìn lên tới 123 độ, cho phép bạn lấy được trường ảnh rộng hơn khá nhiều so với các mẫu ultrawide khác.",1,"['1&&Camera', '2&&góc', '3&&cực', '4&&rộng']","['27&&các', '28&&mẫu', '29&&ultrawide', '30&&khác']","['19&&trường', '20&&ảnh']","['21&&rộng', '22&&hơn', '23&&khá', '24&&nhiều']",COM+
2266,Nó giữ được màu sắc tốt và dải động khá cao.,0,[],[],[],[],[]
2267,Có đôi khi các góc vẫn chưa thể so sánh được với camera chính nhưng nhìn chung là chấp nhận tốt.,0,[],[],[],[],[]
2268,alt: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2269,des: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2270,camera góc cục rộng chụp ban ngày,0,[],[],[],[],[]
2271,Chế độ ban đêm cũng được sử dụng với camera góc siêu rộng.,0,[],[],[],[],[]
2272,"Bạn cũng nhận được hình ảnh khá tốt, tuy nhiên phóng to hình ảnh lên cũng sẽ thấy những điểm mờ hoặc hạt mịn.",0,[],[],[],[],[]
2273,Nói chung hình ảnh sử dụng được nhưng không quá đẹp.,0,[],[],[],[],[]
2274,alt: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2275,des: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2276,Ảnh chụp chế độ ban đêm góc cực rộng,0,[],[],[],[],[]
2277,Camera Macro,0,[],[],[],[],[]
2278,"Nhờ một cảm biến macro 5MP, bạn sẽ có được những tấm ảnh đẹp với nhiều chi tiết và tái hiện màu sắc rất tốt.",0,[],[],[],[],[]
2279,Đây là một ưu điểm khi xu thế hiện nay rất yêu thích chụp hình cận cảnh.,0,[],[],[],[],[]
2280,alt: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2281,des: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2282,Ảnh chụp Macro,0,[],[],[],[],[]
2283,Tuy nhiên đây là một ống kính tiêu cự cố định nên không có khả năng tự động lấy nét.,0,[],[],[],[],[]
2284,Vì vậy bạn cần đưa ống kính tới đúng tiêu cự và duy trì để lấy nét chính xác mới có hình ảnh đẹp được.,0,[],[],[],[],[]
2285,Chân dung,0,[],[],[],[],[]
2286,Chế độ Live Focus của Samsung cho phép bạn chụp chân dung.,0,[],[],[],[],[]
2287,Hơn nữa bạn còn có thể xem trước độ mờ của background.,0,[],[],[],[],[]
2288,"Cảm biến phát hiện cạnh tốt, tất nhiên là chủ thể phải đứng yên.",0,[],[],[],[],[]
2289,Ngoài ra bạn còn có tùy chọn để thay đổi độ mờ và kiểu mờ sau khi đã chụp ảnh xong.,0,[],[],[],[],[]
2290,alt: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2291,des: Đánh giá điện thoại Samsung Galaxy M51,0,[],[],[],[],[]
2292,Ảnh chân dung camera sau từ Galaxy M51,0,[],[],[],[],[]
2293,Camera trước,0,[],[],[],[],[]
2294,"Camera selfie dùng cảm biến Sony IMX616 32MP tạo ra hình ảnh mặc định 8MP, nhưng bạn cùng có thể chọn chế độ chụp 32MP đấy.",0,[],[],[],[],[]
2295,alt:,0,[],[],[],[],[]
2296,des:,0,[],[],[],[],[]
2297,Ảnh selfie thường,0,[],[],[],[],[]
2298,Chất lượng hình ảnh rất tốt với camera selfie này.,0,[],[],[],[],[]
2299,Nhưng có một điều đặc biệt chính là bạn đang chỉ có một ống kính thường và bạn vẫn có thể chụp góc rộng selfie.,0,[],[],[],[],[]
2300,alt:,0,[],[],[],[],[]
2301,des:,0,[],[],[],[],[]
2302,Ảnh Selfie góc gộng,0,[],[],[],[],[]
2303,Quay video,0,[],[],[],[],[]
2304,Video 4K ở tốc độ 30 khung hình / giây và 1080p ở tốc độ 30 khung hình / giây có chất lượng tuyệt vời.,0,[],[],[],[],[]
2305,Mặc dù Samsung không đầu tư chống rung quang học nhưng lại có EIS rất tốt nên hình ảnh rất ổn định và cho chất lượng cao.,0,[],[],[],[],[]
2306,Tuổi thọ pin,0,[],[],[],[],[]
2307,Điện thoại Samsung Galaxy M51 được trang bị viên pin khủng nhất trên thị trường hiện nay nhờ một bước đột phá trong thiết kế.,1,"['3&&Samsung', '4&&Galaxy', '5&&M51']",[],"['9&&viên', '10&&pin']","['11&&khủng', '12&&nhất', '13&&trên', '14&&thị', '15&&trường', '16&&hiện', '17&&nay']",SUP+
2308,Với viên pin này thì chắc chắn bạn sẽ có một thời lượng pin khủng để sử dụng và nếu như mức sử dụng của bạn ở mức trung bình thì dùng 2-3 ngày là quá bình thường rồi.,0,[],[],[],[],[]
2309,alt: Samsung Galaxy M51,0,[],[],[],[],[]
2310,des: Samsung Galaxy M51,0,[],[],[],[],[]
2311,Điểm đặc biệt khác của điện thoại này nằm ở bộ sạc của nó.,0,[],[],[],[],[]
2312,Đó là bộ sạc C to C khá đặc biệt trên thị trường.,0,[],[],[],[],[]
2313,Với cấu tạo này thì bạn sẽ không cần mua thêm một cáp khác để thực hiện sạc ngược mà dùng luôn cáp này sạc ngược cho một điện thoại có chân tpye C khác.,0,[],[],[],[],[]
2314,"Nó đi kèm sạc nhanh 25W, vẫn là nhanh nhưng đối với viên pin 7000 mAh. Galaxy M51 mất 115 phút để sạc từ 0% lên 100% với bộ sạc nhanh 25W đi kèm.",0,[],[],[],[],[]
2315,Đây là nói đang sạc cho một viên pin khủng đấy nhé.,0,[],[],[],[],[]
2316,Khi chúng ta có thời lương pin cực lớn như thế này rồi thì vấn đề sạc không cần quá nhanh vì khi chịu tải sạc nhanh thì tuổi thọ về lâu dài của viên pin sẽ kém hơn.,0,[],[],[],[],[]
2317,Bởi vậy để nói một cục sạc 65W hay 25W thì tất nhiên sạc 65W sẽ nhanh chóng gây “chai” pin hơn đấy.,1,"['14&&sạc', '15&&65W']",['10&&25W'],"['19&&gây', '20&&“', '21&&chai', '22&&”', '23&&pin']",['24&&hơn'],COM-
2318,So sánh với đối thủ,0,[],[],[],[],[]
2319,Hiện tại chiếc Samsung Galaxy M51 mới ra mắt tại Ấn Độ và mức giá đâu đó tầm 8 triệu và với mức giá này bạn vẫn có những lựa chọn khác cho bản thân.,0,[],[],[],[],[]
2320,Tất nhiên những lựa chọn đó nhằm vào nhu cầu riêng về một mảng nào đó mà thôi.,0,[],[],[],[],[]
2321,Vivo V19,0,[],[],[],[],[]
2322,Đầu tiên trong danh sách chúng ta sẽ có chiếc  Vivo V19  ở cùng một mức giá.,1,[],"['11&&Vivo', '12&&V19']","['16&&mức', '17&&giá']","['14&&cùng', '15&&một']",EQL
2323,"Chiếc điện thoại này có một vài ưu thế lớn như một màn hình có độ sáng cực cao, hoàn thiện 2 mặt kính cao cấp hơn và camera selfie kép đẳng cấp.",1,"['1&&Chiếc', '2&&điện', '3&&thoại', '4&&này']",[],"['21&&hoàn', '22&&thiện', '23&&2', '24&&mặt', '25&&kính']","['26&&cao', '27&&cấp', '28&&hơn']",COM+
2324,Tuy nhiên những mặt khác tỏ ra yếu đuối hơn Galaxy M51 một chút.,1,[],"['11&&Galaxy', '12&&M51']","['3&&những', '4&&mặt', '5&&khác']","['8&&yếu', '9&&đuối', '10&&hơn']",COM-
2325,"Đó là một bộ xử lý chậm hơn với Snapdragon 712, phần cứng camera sau yếu hơn.",1,[],[],"['4&&bộ', '5&&xử', '6&&lý']","['7&&chậm', '8&&hơn']",COM-
2326,"Đó là một bộ xử lý chậm hơn với Snapdragon 712, phần cứng camera sau yếu hơn.",1,[],[],"['13&&phần', '14&&cứng', '15&&camera', '16&&sau']","['17&&yếu', '18&&hơn']",COM-
2327,Tất nhiên nói về pin thì chẳng có máy nào so sánh được với viên pin 7.000 mAh của M51.,1,['20&&M51'],[],['5&&pin'],"['7&&chẳng', '8&&có', '9&&máy', '10&&nào', '11&&so', '12&&sánh', '13&&được']",SUP+
2328,Realme 6 Pro,0,[],[],[],[],[]
2329,Tiếp tục là chiếc  Realme 6 Pro  cũng có mức giá tương đương.,1,"['5&&Realme', '6&&6', '7&&Pro']",[],"['10&&mức', '11&&giá']","['12&&tương', '13&&đương']",EQL
2330,"Nó được hoàn thiện 2 mặt kính, một màn hình 90Hz mượt mà hơn, trang bị ống kính tele, camera selfie kép đẳng cấp hơn, sạc nhanh hơn.",1,['1&&Nó'],[],"['10&&màn', '11&&hình']","['13&&mượt', '14&&mà', '15&&hơn']",COM+
2331,"Nó được hoàn thiện 2 mặt kính, một màn hình 90Hz mượt mà hơn, trang bị ống kính tele, camera selfie kép đẳng cấp hơn, sạc nhanh hơn.",1,['1&&Nó'],[],"['23&&camera', '24&&selfie']","['26&&đẳng', '27&&cấp', '28&&hơn']",COM+
2332,"Nó được hoàn thiện 2 mặt kính, một màn hình 90Hz mượt mà hơn, trang bị ống kính tele, camera selfie kép đẳng cấp hơn, sạc nhanh hơn.",1,['1&&Nó'],[],['30&&sạc'],"['31&&nhanh', '32&&hơn']",COM+
2333,"Nhưng ngược lại bạn sẽ chỉ có một màn hình IPS LCD, bộ xử lý Snapdragon 720G thấp hơn một bậc.",1,[],[],"['14&&bộ', '15&&xử', '16&&lý']","['19&&thấp', '20&&hơn', '21&&một', '22&&bậc']",COM-
2334,Tất nhiên sạc nhanh 30W thì nhanh hơn nhưng dung lượng pin thì gặp “ông nội” rồi.,1,[],[],"['3&&sạc', '4&&nhanh']","['7&&nhanh', '8&&hơn']",COM+
2335,OPPO A93,0,[],[],[],[],[]
2336,Oppo A93  là một lựa chọn khác nhưng nó có mức giá rẻ hơn một chút.,1,['9&&nó'],[],"['11&&mức', '12&&giá']","['13&&rẻ', '14&&hơn', '15&&một', '16&&chút']",COM+
2337,"Vẫn là hoàn thiện hai mặt kính cao cấp hơn, bộ xử lý tương đương nhau nhưng nó có camera selfie kép tốt hơn để chụp chân dung.",1,['19&&nó'],[],"['3&&hoàn', '4&&thiện', '5&&hai', '6&&mặt', '7&&kính']","['8&&cao', '9&&cấp', '10&&hơn']",COM+
2338,"Vẫn là hoàn thiện hai mặt kính cao cấp hơn, bộ xử lý tương đương nhau nhưng nó có camera selfie kép tốt hơn để chụp chân dung.",1,['19&&nó'],[],"['12&&bộ', '13&&xử', '14&&lý']","['15&&tương', '16&&đương', '17&&nhau']",EQL
2339,"Vẫn là hoàn thiện hai mặt kính cao cấp hơn, bộ xử lý tương đương nhau nhưng nó có camera selfie kép tốt hơn để chụp chân dung.",1,['19&&nó'],[],"['21&&camera', '22&&selfie']","['24&&tốt', '25&&hơn']",COM+
2340,Ngược lại nói về pin thì bạn không cần so sánh nhiều vì 7.000 mAh là không ai vượt nổi rồi.,1,[],[],['5&&pin'],"['17&&không', '18&&ai', '19&&vượt', '20&&nổi']",SUP+
2341,Thêm vào đó là một màn hình hiển thị đẹp hơn và lớn hơn cùng với phần cứng camera sau mạnh mẽ hơn là những lợi thế của Galaxy M51.,1,"['29&&Galaxy', '30&&M51']",[],"['6&&màn', '7&&hình', '8&&hiển', '9&&thị']","['10&&đẹp', '11&&hơn']",COM+
2342,Thêm vào đó là một màn hình hiển thị đẹp hơn và lớn hơn cùng với phần cứng camera sau mạnh mẽ hơn là những lợi thế của Galaxy M51.,1,"['29&&Galaxy', '30&&M51']",[],"['6&&màn', '7&&hình', '8&&hiển', '9&&thị']","['13&&lớn', '14&&hơn']",COM+
2343,Thêm vào đó là một màn hình hiển thị đẹp hơn và lớn hơn cùng với phần cứng camera sau mạnh mẽ hơn là những lợi thế của Galaxy M51.,1,"['29&&Galaxy', '30&&M51']",[],"['17&&phần', '18&&cứng', '19&&camera', '20&&sau']","['21&&mạnh', '22&&mẽ', '23&&hơn']",COM+
2344,Xiaomi Redmi Note 9 Pro,0,[],[],[],[],[]
2345,Cuối cùng chúng ta sẽ nói về chiếc Xiaomi Redmi Note 9 Pro.,0,[],[],[],[],[]
2346,Nó cũng có mặt sau bằng nhựa với khung nhôm nhưng lại có IP53 chống sốc rất tốt.,0,[],[],[],[],[]
2347,Một màn hình IPS LCD hiển thị yếu hơn nhưng lại có tốc độ làm mới tới 120Hz và độ sáng cao.,1,[],[],"['2&&màn', '3&&hình']","['6&&hiển', '7&&thị', '8&&yếu', '9&&hơn']",COM-
2348,Một màn hình IPS LCD hiển thị yếu hơn nhưng lại có tốc độ làm mới tới 120Hz và độ sáng cao.,1,"['2&&màn', '3&&hình', '4&&IPS', '5&&LCD']",[],"['6&&hiển', '7&&thị']","['8&&yếu', '9&&hơn']",COM-
2349,Bộ xử lý Snapdragon 732G mạnh mẽ hơn một chút so với 730G và nó cũng là tối ưu hóa chơi game hơn.,1,"['1&&Bộ', '2&&xử', '3&&lý', '4&&Snapdragon', '5&&732G']",['13&&730G'],[],"['6&&mạnh', '7&&mẽ', '8&&hơn', '9&&một', '10&&chút']",COM+
2350,Phần cứng camera tương đương nhưng macro cùng selfie có độ phân giải thấp hơn.,1,[],[],"['1&&Phần', '2&&cứng', '3&&camera']","['4&&tương', '5&&đương']",EQL
2351,Phần cứng camera tương đương nhưng macro cùng selfie có độ phân giải thấp hơn.,1,[],[],['7&&macro'],"['11&&độ', '12&&phân', '13&&giải', '14&&thấp', '15&&hơn']",COM-
2352,Phần cứng camera tương đương nhưng macro cùng selfie có độ phân giải thấp hơn.,1,[],[],['9&&selfie'],"['11&&độ', '12&&phân', '13&&giải', '14&&thấp', '15&&hơn']",COM-
2353,Phần cứng camera tương đương nhưng macro cùng selfie có độ phân giải thấp hơn.,1,['7&&macro'],[],"['11&&độ', '12&&phân', '13&&giải']","['14&&thấp', '15&&hơn']",COM-
2354,Phần cứng camera tương đương nhưng macro cùng selfie có độ phân giải thấp hơn.,1,['9&&selfie'],[],"['11&&độ', '12&&phân', '13&&giải']","['14&&thấp', '15&&hơn']",COM-
2355,Pin thì không thể so sánh với pin của M51 rồi.,1,[],['10&&M51'],['1&&Pin'],"['3&&không', '4&&thể', '5&&so', '6&&sánh', '7&&với']",COM-
2356,Giá và địa chỉ bán,0,[],[],[],[],[]
2357,Kết luận,0,[],[],[],[],[]
2358,Samsung Galaxy M51 được đánh giá là khá toàn diện trong phân khúc tầm trung.,0,[],[],[],[],[]
2359,"Nó đang nắm giữ vô địch về dung lượng và thời lượng pin, vì thế rất thích hợp để bạn sử dụng lâu dài mà không cần lo lắng nhiều về sạc.",0,[],[],[],[],[]
2360,"Thêm vào đó là một màn hình lớn và bộ xử lý mạnh mẽ, tối ưu hóa chơi game làm bạn thoải mái giải trí.",0,[],[],[],[],[]
2361,Chụp ảnh cũng đẹp và đa năng với chụp macro nổi bật và chi tiết nhiều hơn.,1,[],[],"['9&&chụp', '10&&macro']","['14&&chi', '15&&tiết', '16&&nhiều', '17&&hơn']",COM+
2362,Chụp ảnh cũng đẹp và đa năng với chụp macro nổi bật và chi tiết nhiều hơn.,1,"['9&&chụp', '10&&macro']",[],"['14&&chi', '15&&tiết']","['16&&nhiều', '17&&hơn']",COM+
2363,title: Đánh giá Galaxy Z Flip: Đột phá trong thiết kế của Samsung,0,[],[],[],[],[]
2364,Galaxy Z Flip đang là một trong những smartphone đắt nhất của Samsung.,1,"['1&&Galaxy', '2&&Z', '3&&Flip']",[],[],"['10&&đắt', '11&&nhất', '12&&của', '13&&Samsung']",SUP-
2365,Và cũng là chiếc smartphone gây cảm giác rất lẫn lộn.,0,[],[],[],[],[]
2366,Hãy theo dõi bài đánh giá Galaxy Z Flip sau để cảm nhận rõ hơn về chiếc điện thoại gập này nhé.,0,[],[],[],[],[]
2367,Ai cũng háo hức muốn thử cảm giác được cầm trên tay chiếc điện thoại tới-từ-tương-lai này.,0,[],[],[],[],[]
2368,Nhưng rất nhiều người nghi vấn về độ bền của nó.,0,[],[],[],[],[]
2369,Và còn nhiều thông số khác nữa.,0,[],[],[],[],[]
2370,Thiết kế: Một cuộc cách mạng thực sự,0,[],[],[],[],[]
2371,Thiết kế là điểm thu hút nhiều sự chú ý nhất.,0,[],[],[],[],[]
2372,"Nếu bạn cầm chiếc điện thoại này trên tay, sẽ có một hàng dài người xếp hàng để được chiêm ngưỡng nó.",0,[],[],[],[],[]
2373,Không chỉ đàn ông mà cả phụ nữ cũng hứng thú.,0,[],[],[],[],[]
2374,"Rõ ràng, Samsung đã thiết kế chiếc Z Flip như một món phụ kiện thời trang.",0,[],[],[],[],[]
2375,"Với mặt kính màu tím mộng mơ, chiếc điện thoại này như đang toả sáng trên tay bạn.",0,[],[],[],[],[]
2376,"Do đó, xét về mặt thẩm mỹ, người dùng sẽ đánh giá cao Galaxy Z Flip.",0,[],[],[],[],[]
2377,alt: đánh giá Galaxy z flip 1,0,[],[],[],[],[]
2378,des:,0,[],[],[],[],[]
2379,Còn một điều thú vị nữa.,0,[],[],[],[],[]
2380,Thiết kế của Samsung thực sự hữu dụng trong nhiều hoàn cảnh.,0,[],[],[],[],[]
2381,Đa số phụ nữ mặc quần jean với túi trước rất nông.,0,[],[],[],[],[]
2382,Khả năng gập của Z Flip sẽ khiến chiếc điện thoại này nằm gọn trong túi quần của bạn một cách hoàn hảo.,0,[],[],[],[],[]
2383,"Còn đối với đàn ông, chiếc điện thoại này sẽ vừa vặn trong túi áo sơ-mi, điều mà không smartphone kiểu dáng thanh nào ngày nay có thể làm được.",1,"['22&&smartphone', '23&&kiểu', '24&&dáng', '25&&thanh']",[],[],"['21&&không', '22&&smartphone', '23&&kiểu', '24&&dáng', '25&&thanh', '26&&nào', '27&&ngày', '28&&nay', '29&&có', '30&&thể', '31&&làm', '32&&được']",COM-
2384,"Mặc dù vậy, cảm giác mở máy không còn như xưa nữa.",1,[],[],"['5&&cảm', '6&&giác', '7&&mở', '8&&máy']","['9&&không', '10&&còn', '11&&như', '12&&xưa']",DIF
2385,Bạn khó mà có thể mở máy bằng một tay.,0,[],[],[],[],[]
2386,"Và ngay cả khi tay bạn đủ khoẻ, mở bằng một tay có nghĩa rằng bạn sẽ “cà” mạnh móng tay của mình vào màn hình.",0,[],[],[],[],[]
2387,Đây rõ ràng là một điều không nên.,0,[],[],[],[],[]
2388,Samsung đã khuyến cáo việc này ngay từ khi bóc hộp máy.,0,[],[],[],[],[]
2389,"Tuy nhiên, bản lề Samsung làm thực sự tốt.",0,[],[],[],[],[]
2390,"Nó đủ cứng cáp, và theo nhà sản xuất nói có thể chịu được 200.000 lần đóng mở.",0,[],[],[],[],[]
2391,"Samsung đã lắp vào bản lề một vài “bàn chải” bằng các sợi nylon, giúp bụi bẩn không chui vào bên trong.",0,[],[],[],[],[]
2392,"Tất nhiên, đây không phải tiêu chuẩn IP.",0,[],[],[],[],[]
2393,Bạn phải đánh đổi cả khả năng chống nước để đổi lấy khả năng gập của máy.,0,[],[],[],[],[]
2394,alt: đánh giá Galaxy z flip 2,0,[],[],[],[],[]
2395,des:,0,[],[],[],[],[]
2396,Có một điều mà bạn sẽ thấy lạ trên chiếc máy này.,0,[],[],[],[],[]
2397,Đó là phân bố trọng lượng không đều giữa hai nửa.,1,"['10&&hai', '11&&nửa']","['10&&hai', '11&&nửa']","['5&&trọng', '6&&lượng']","['7&&không', '8&&đều']",DIF
2398,Phần trên có vẻ nặng hơn phần dưới.,1,"['1&&Phần', '2&&trên']","['7&&phần', '8&&dưới']",[],"['5&&nặng', '6&&hơn']",COM
2399,Bạn sẽ cảm nhận rõ điều này khi cầm máy bằng một tay.,0,[],[],[],[],[]
2400,"Đây không phải điều gì gây khó chịu, nhưng bạn sẽ để ý để đến nó ngay lần đầu trải nghiệm.",0,[],[],[],[],[]
2401,Cảm biến vân tay lại là một điểm đáng khen.,0,[],[],[],[],[]
2402,"Thay vì cảm biến vân tay siêu âm dưới màn hình kém nhạy, Samsung trang bị cho Z Flip cảm biến vân tay điện dung ở cạnh máy.",0,[],[],[],[],[]
2403,Thiết kế này giống như chiếc Galaxy S10e được tung ra năm ngoái.,1,[],"['7&&Galaxy', '8&&S10e']","['1&&Thiết', '2&&kế', '3&&này']","['4&&giống', '5&&như']",EQL
2404,"Nó thực sự hữu dụng, ít nhất với những người thuận tay phải.",0,[],[],[],[],[]
2405,Và chắc chắn là nó nhanh hơn cảm biến vân tay đang có trên S20 Ultra.,1,['5&&nó'],"['15&&S20', '16&&Ultra']","['8&&cảm', '9&&biến', '10&&vân', '11&&tay']","['6&&nhanh', '7&&hơn']",COM+
2406,alt: đánh giá Galaxy z flip 3,0,[],[],[],[],[]
2407,des:,0,[],[],[],[],[]
2408,Màn hình,0,[],[],[],[],[]
2409,alt: đánh giá Galaxy z flip 4,0,[],[],[],[],[]
2410,des:,0,[],[],[],[],[]
2411,Galaxy Z Flip có màn hình AMOLED rộng 6.7-inch với độ phân giải Full HD+.,0,[],[],[],[],[]
2412,Chúng ta không cần phải bàn về chất lượng của nó.,0,[],[],[],[],[]
2413,Đây vẫn là tấm nền tốt nhất của Samsung.,1,['1&&Đây'],[],"['4&&tấm', '5&&nền']","['6&&tốt', '7&&nhất', '8&&của', '9&&Samsung']",SUP+
2414,"Ngay cả khi đây không phải màn hình 2K, những yếu tố như màu sắc, độ tương phản và độ sáng vẫn rất tuyệt vời.",0,[],[],[],[],[]
2415,Bạn sẽ cảm thấy có một chút khó chịu với vết hằn ở giữa màn hình.,0,[],[],[],[],[]
2416,"Khi sử dụng điện thoại dưới ánh sáng mạnh, bạn sẽ để ý đến nó nhiều hơn.",0,[],[],[],[],[]
2417,"Tuy nhiên với vật liệu mới, vết hằn này không còn sâu như trên Galaxy Fold năm ngoái nữa.",1,[],"['16&&Galaxy', '17&&Fold', '18&&năm', '19&&ngoái']","['8&&vết', '9&&hằn', '10&&này']","['11&&không', '12&&còn', '13&&sâu', '14&&như']",COM+
