,content,comparative,subject,object,aspect,predicate,label,NER
1818,"Trong khi Samsung Z Fold 4 được cung cấp viên pin 4.400mAh thì trên iPhone 13 Pro Max là viên pin 4.352mAh . Mặc dù thời lượng pin trên Galaxy Z Fold 4 có thể đáp ứng cả ngày , nhưng nó chưa thật sự ấn tượng khi phải gánh hai màn hình khá lớn .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1819,alt : Samsung trang bị viên pin 4.400mAh cho Galaxy Z Fold 4,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1820,des :,0,[],[],[],[],[],"[0, 0]"
1821,Samsung trang bị viên pin 4.400mAh cho Galaxy Z Fold 4,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1822,"Mặt khác , model của Apple được đánh giá là thiết bị có thời gian sử dụng tốt nhất hiện nay , thậm chí có thể kéo dài đến 2 ngày nhờ tối ưu iOS tuyệt vời .",1,['model_của_Apple'],[''],['thời_gian_sử_dụng'],['tốt_nhất_hiện_nay'],[3],"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1823,Cả hai điện thoại đều được hỗ trợ sạc nhanh với công suất 25W và 27W tương ứng với Galaxy Z Fold 4 và iPhone 13 Pro Max .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1824,Khả năng chụp ảnh,0,[],[],[],[],[],"[0, 0, 0, 0]"
1825,Camera Galaxy Z Fold 4 nhận được một số nâng cấp so với thế hệ tiền nhiệm .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1826,Điện thoại sở hữu 3 ống kính tương tự như các flagship Galaxy S22 và Galaxy S22 + .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1827,"Điều này cũng tương tự với iPhone 13 Pro Max , thiết bị cũng tích hợp 3 camera ở mặt sau cùng máy quét LiDAR .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1828,Dưới đây là thông số camera của 2 thiết bị :,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1829,Tạm kết :,0,[],[],[],[],[],"[0, 0, 0]"
1830,So sánh Galaxy Z Fold 4 và iPhone 13 Pro Max cho thấy sự khác biệt hoàn toàn giữa hai thiết bị .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1831,"Galaxy Z Fold 4 mang đến khả năng đa nhiệm tốt hơn , không gian hiển thị rộng rãi và hỗ trợ bút S-Pen tuyệt vời .",1,['Galaxy_Z_Fold_4'],[''],['khả_năng_đa_nhiệm'],['tốt_hơn'],[6],"[1, 1, 1, 1, 0, 0, 3, 3, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1832,"Trong khi đó , điện thoại iPhone 13 Pro Max là một mẫu flagship thông thường với cấu hình mạnh mẽ , thiết kế đơn giản nhưng không kém phần cao cấp .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1833,Tùy vào nhu cầu cũng như sở thích mà mà chúng ta có thể lựa chọn thiết bị hấp dẫn cho riêng mình .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1834,title : So sánh Galaxy M31 Prime với Motorola One Fusion + và Realme 6 Pro,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1835,"Với mức giá phải chăng và các thông số kỹ thuật khá tốt , đây là một trong những lựa chọn hấp dẫn của của người dùng ở phân khúc smartphone tầm trung .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1836,Vậy khi đặt lên bàn cân so sánh với 2 đối thủ khác là Motorola One Fusion + và Realme 6 Pro thì liệu di động Samsung có đủ sức đánh bại ?,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1837,Thiết kế,0,[],[],[],[],[],"[0, 0]"
1838,alt : Realme 6 Pro,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
1839,des : Realme 6 Pro,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
1840,"Trong ba smartphone ngày hôm nay , Motorola One Fusion + có thiết kế thú vị nhất vì điện thoại này có màn hình không viền ấn tượng .",1,['Motorola_One_Fusion_+'],['ba_smartphone_ngày_hôm_nay'],['thiết_kế'],['thú_vị_nhất'],[3],"[0, 2, 2, 2, 2, 2, 0, 1, 1, 1, 1, 0, 3, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1841,Nó không sử dụng thiết kế notch hình đục lỗ mà sử dụng giải pháp camera selfie pop-up .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1842,"Tuy nhiên , cá nhân mình thích Realme 6 Pro hơn vì hai lý do .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1843,"Thứ nhất , di động Realme có độ hoàn thiện tốt hơn với mặt lưng bằng kính và đi kèm các hiệu ứng chuyển màu gradient bắt mắt .",1,['di_động_Realme'],[''],['độ_hoàn_thiện'],['tốt_hơn'],[6],"[0, 0, 0, 1, 1, 1, 0, 3, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1844,"Chưa hết , máy quét vân tay của Realme 6 Pro được tích hợp vào nút nguồn ở cạnh bên , trong khi trên Motorola One Fusion + và Samsung Galaxy M31 Prime , bạn có một máy quét dấu vân tay nằm ở mặt lưng .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1845,Màn hình,0,[],[],[],[],[],"[0, 0]"
1846,alt : Samsung Galaxy M31 Prime,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0]"
1847,des : Samsung Galaxy M31 Prime,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0]"
1848,Mặc dù có giá bán khá phải chăng nhưng Galaxy M31 Prime vẫn được Samsung trang bị tấm nền AMOLED cao cấp .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1849,"Chính vì vậy mà di động Samsung chiến thắng trong màn so sánh màn hình với khả năng hiển thị màu sắc rực rỡ , màu đen sâu và có độ tương phản tốt .",1,['di_động_Samsung'],[''],['màn_hình'],['chiến_thắng'],[6],"[0, 0, 0, 0, 1, 1, 1, 4, 4, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1850,"Realme 6 Pro có màn hình IPS , nhưng nó có tốc độ làm mới 90 Hz . Còn Motorola One Fusion + chỉ có màn hình IPS và hỗ trợ tần số quét 60Hz tiêu chuẩn .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1851,Thông số kỹ thuật và phần mềm,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0]"
1852,alt : Motorola One Fusion +,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0]"
1853,des : Motorola One Fusion +,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0]"
1854,"Nếu bạn cần một chiếc smartphone có phần cứng tốt , bạn nên chọn Realme 6 Pro .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1855,Điện thoại này được trang bị chipset Snapdragon 720G mạnh mẽ kết hợp với RAM lên đến 8GB và bộ nhớ trong lên đến 128GB .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1856,Motorola One Fusion + được cung cấp sức mạnh bởi SoC Snapdragon 730 hoặc 730G tùy thuộc vào phiên bản và có RAM tối đa là 6GB .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1857,"SoC trên Samsung Galaxy M31 Prime kém hơn so với Snapdragon 720G và 730 , vì vậy nó có hiệu năng kém hơn so với 2 đối thủ còn lại .",1,"['Samsung_Galaxy_M31_Prime', 'Samsung_Galaxy_M31_Prime', 'nó']","['Snapdragon_720G', '730', '2_đối_thủ_còn_lại']","['SoC', 'SoC', 'hiệu_năng']","['kém_hơn', 'kém_hơn', 'kém_hơn']","[7, 7, 7]","[3, 0, 1, 1, 1, 1, 4, 4, 0, 0, 2, 2, 0, 2, 0, 0, 0, 1, 0, 3, 3, 4, 4, 0, 0, 2, 2, 2, 2, 2, 0]"
1858,"Về phần mềm , cả ba điện thoại ngày hôm nay đều chạy hệ điều hành Android 10 với giao diện tùy chỉnh riêng của mỗi hãng .",1,['cả_ba_điện_thoại'],['cả_ba_điện_thoại'],['phần_mềm'],['đều_chạy_hệ_điều_hành_Android_10'],[2],"[0, 3, 3, 0, 2, 2, 2, 2, 0, 0, 0, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1859,Máy ảnh,0,[],[],[],[],[],"[0, 0]"
1860,alt : Realme 6 Pro ( ảnh 1 ),0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1861,des : Realme 6 Pro ( ảnh 1 ),0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1862,Realme 6 Pro là điện thoại có phần cứng camera tốt nhất .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1863,Mặc dù có cảm biến chính 64MP như hai đối thủ còn lại nhưng di động Realme có camera tele với zoom quang học 2x .,1,['di_động_Realme'],['hai_đối_thủ_còn_lại'],['cảm_biến_chính_64MP'],['như'],[2],"[0, 0, 0, 3, 3, 3, 3, 4, 2, 2, 2, 2, 2, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1864,Camera trước của điện thoại này cũng có chất lượng ấn tượng với cảm biến chính 16MP + ống kính 8MP cho góc chụp siêu rộng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1865,Trong hai smartphone còn lại thì Galaxy M31 Prime cho chất lượng ảnh tốt hơn so với Motorola One Fusion + .,1,['Galaxy_M31_Prime'],['Motorola_One_Fusion_+'],['chất_lượng_ảnh'],['tốt_hơn'],[6],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 3, 3, 3, 4, 4, 0, 0, 2, 2, 2, 2, 0]"
1866,Pin,0,[],[],[],[],[],[0]
1867,alt : Motorola One Fusion + ( ảnh 1 ),0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1868,des : Motorola One Fusion + ( ảnh 1 ),0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1869,"Samsung Galaxy M31 Prime được trang bị pin 6,000 mAh lớn hơn và việc sử dụng màn hình AMOLED tiết kiệm năng lượng nên nó cho thời gian sử dụng tốt nhất trong bộ ba điện thoại ngày hôm nay .",1,"['nó', 'Samsung_Galaxy_M31_Prime']","['bộ_ba_điện_thoại_ngày_hôm_nay', '']","['thời_gian_sử_dụng', 'pin']","['tốt_nhất_trong_bộ_ba_điện_thoại_ngày_hôm_nay', 'lớn_hơn']","[6, 6]","[1, 1, 1, 1, 0, 0, 0, 3, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0]"
1870,"Motorola One Fusion + chiếm vị trí thứ hai với pin 5,000 mAh , trong khi Realme 6 Pro có pin nhỏ nhất và thời lượng pin ngắn nhất .",1,"['Realme_6_Pro', 'Realme_6_Pro']","['', '']","['pin', 'thời_lượng_pin']","['nhỏ_nhất', 'ngắn_nhất']","[4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 3, 4, 4, 0, 3, 3, 3, 4, 4, 0]"
1871,"Tuy nhiên , di động Realme có công nghệ sạc nhanh hơn với công suất 30W .",1,['Realme'],[''],['công_nghệ_sạc'],['nhanh_hơn'],[6],"[0, 0, 0, 0, 0, 1, 0, 3, 3, 3, 4, 4, 0, 0, 0, 0, 0]"
1872,Giá bán,0,[],[],[],[],[],"[0, 0]"
1873,alt : Samsung Galaxy M31 Prime ( ảnh 1 ),0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1874,des : Samsung Galaxy M31 Prime ( ảnh 1 ),0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1875,"Samsung Galaxy M31 Prime có giá 223 USD ở Ấn Độ , Realme 6 Pro có giá 270 USD và Motorola One Fusion + có giá khoảng ​​ 237 USD .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1876,Nếu không màn hình quá chất lượng thì bạn nên chọn Realme 6 Pro .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1877,"Điện thoại này không chỉ có hệ thống camera sau tuyệt vời , sạc nhanh 30W mà còn sở hữu hiệu năng khá tốt .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1878,"Nhưng Samsung Galaxy M31 Prime có màn hình hiển thị tốt hơn và pin lớn hơn , vì vậy nó cũng thú vị như tùy chọn Realme .",1,"['Samsung_Galaxy_M31_Prime', 'Samsung_Galaxy_M31_Prime', 'nó']","['', '', 'Realme']","['màn_hình_hiển_thị', 'pin', '']","['tốt_hơn', 'lớn_hơn', 'cũng_thú_vị_như']","[6, 6, 2]","[0, 1, 1, 1, 1, 0, 3, 3, 3, 3, 4, 4, 0, 3, 4, 4, 0, 0, 0, 1, 4, 4, 4, 4, 0, 0, 2, 0]"
1879,"Motorola One Fusion + nằm ở giữa với pin lớn hơn Realme 6 Pro , nhưng màn hình IPS 60 Hz và camera kém hơn .",1,"['Motorola_One_Fusion_+', 'Motorola_One_Fusion_+', 'Motorola_One_Fusion_+']","['Realme_6_Pro', '', '']","['pin', 'màn_hình', 'camera']","['lớn_hơn', 'kém_hơn', 'kém_hơn']","[6, 7, 7]","[1, 1, 1, 1, 0, 0, 0, 0, 3, 4, 4, 2, 2, 2, 0, 0, 3, 3, 0, 0, 0, 0, 3, 4, 4, 0]"
1880,Bạn sẽ chọn smartphone nào ?,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0]"
1881,title : So sánh Samsung Galaxy A21s vs Galaxy A12 : Đâu là lựa chọn hợp lý ?,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1882,Samsung Galaxy A21s và Samsung Galaxy A12 đều là những dòng sản phẩm điện thoại nhận được nhiều sự ưa chuộng .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1883,Vậy hai sản phẩm này sản phẩm nào được đánh giá tốt hơn ?,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1884,Dưới đây bài viết sẽ cùng bạn so sánh Samsung A12 và A21s để biết thêm chi tiết nhé !,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1885,1 .,0,[],[],[],[],[],"[0, 0]"
1886,Tổng quan về Samsung Galaxy A21s,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0]"
1887,"Khác biệt với nhiều dòng sản phẩm đi theo xu hướng thị trường hiện nay , Samsung Galaxy A21s với thiết kế màn hình nốt ruồi thời thượng nhưng cũng khá bắt mắt .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1888,Với viền màn hình tràn ra các cạnh và camera trước dạng nốt ruồi cho không gian hiển thị của bạn được mở rộng hơn rất nhiều .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1889,"Samsung Galaxy A21s được xem là 1 chiếc điện thoại pin trâu , Samsung đã trang bị cho A21s một viên pin dung lượng lên đến 5000 mAh , cùng với hỗ trợ sạc nhanh 15 W giúp máy có thể sạc đầy từ 1 - 2 tiếng .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1890,alt : A21s với màn hình cực lớn,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0]"
1891,des : A21s với màn hình cực lớn,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0]"
1892,2 .,0,[],[],[],[],[],"[0, 0]"
1893,Tổng quan Samsung Galaxy A12,0,[],[],[],[],[],"[0, 0, 0, 0, 0]"
1894,"Với diện mạo thân thuộc , Samsung Galaxy A12 xuất hiện với thiết kế nguyên khối , lớp vỏ máy được đúc bao quanh thân máy chắc chắn , camera trước hình giọt nước theo xu hướng hiện nay .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1895,"Cụm 4 camera sau ở góc bên trái , được thiết kế nằm gọn trong khung hình vuông , cảm biến vân tay được đặt với nút nguồn bên cạnh điện thoại giúp thao tác mở trở nên nhanh gọn hơn .",1,['cảm_biến_vân_tay'],[''],['thao_tác_mở'],['nhanh_gọn_hơn'],[6],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0, 4, 4, 4, 0]"
1896,alt : Thiết kế cảm biến vân tay được đặt cạnh nút nguồn,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1897,des : Thiết kế cảm biến vân tay được đặt cạnh nút nguồn,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1898,3 .,0,[],[],[],[],[],"[0, 0]"
1899,So sánh Samsung Galaxy A21s vs Galaxy A12,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0]"
1900,Thiết kế,0,[],[],[],[],[],"[0, 0]"
1901,Thiết kế là một trong những điểm khác biệt dễ thấy nhất giữa hai dòng sản phẩm này .,1,['hai_dòng_sản_phẩm_này'],['hai_dòng_sản_phẩm_này'],['Thiết_kế'],['một_trong_những_điểm_khác_biệt_dễ_thấy_nhất'],[1],"[3, 3, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 2, 2, 2, 2, 2, 0]"
1902,"A21s được thiết kế với cụm camera hình chữ nhật theo xu hướng hiện nay , cảm biến vân tay được đặt ngay phía sau lưng .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1903,"Ngược lại , A12 lại có thiết kế cụm camera được chia làm hai phần , phần trên chiếm diện tích lớn hơn với những vân chéo lạ mắt .",1,['phần_trên'],[''],['diện_tích'],['lớn_hơn'],[6],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0]"
1904,Ngoài ra thì cảm biến vân tay được tích hợp vào nút nguồn ở cạnh bên .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1905,alt : Cụm camera khác biệt của Galaxy A21s,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1906,des : Cụm camera khác biệt của Galaxy A21s,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
1907,Màn hình,0,[],[],[],[],[],"[0, 0]"
1908,"Về màn hình của bộ đôi này thì đều có cùng kích thước màn hình 6.5 inch , sử dụng tấm nền IPS và có cùng độ phân giải của màn hình là HD + .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1909,"Điểm khác biệt nằm ở thiết kế màn hình , nếu Galaxy A12 có màn hình "" giọt nước "" phổ biến hiện nay thì ở Galaxy A21s sẽ sở hữu màn hình đục lỗ ở góc trái điện thoại khá bắt mắt .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1910,alt : Màn hình giọt nước phổ biến của Galaxy A12,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1911,des : Màn hình giọt nước phổ biến của Galaxy A12,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1912,Camera,0,[],[],[],[],[],[0]
1913,Cả 2 dòng sản phẩm Galaxy A21s và A12 đều sở hữu cho mình camera chính với độ phân giải 48 MP .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1914,"Tuy nhiên , Galaxy A12 còn trang bị thêm cho mình camera góc siêu rộng 5 MP , còn Galaxy A21s thì nổi bật với camera góc siêu rộng độ phân giải lên đến 8 MP .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1915,"Ngoài ra , camera selfie của cả 2 dòng này cũng có sự khác biệt đáng kể .",1,['cả_2_dòng_này'],['cả_2_dòng_này'],['camera_selfie'],['sự_khác_biệt_đáng_kể'],[1],"[0, 0, 0, 3, 3, 0, 2, 2, 2, 2, 0, 0, 4, 4, 4, 4, 4, 0]"
1916,Camera selfie của Galaxy A12 có độ phân giải 8MP trong khi Galaxy A21s có độ phân giải cao hơn lên đến 13MP .,1,['Galaxy_A12'],['Galaxy_A21s'],['Camera_selfie'],['độ_phân_giải_cao_hơn'],[6],"[3, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 4, 4, 4, 4, 4, 0, 0, 0, 0]"
1917,alt : Camera Selfie cực chất,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0]"
1918,des : Camera Selfie cực chất,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0]"
1919,Cấu hình,0,[],[],[],[],[],"[0, 0]"
1920,"Xét về bộ vi xử lý của điện thoại , A21s được trang bị chip do chính Samsung phát triển mang tên Exynos 850 .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1921,Còn Galaxy A12 thì được trang bị con chip Helio G35 đến từ MediaTek .,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1922,"Tuy cả 2 chiếc smartphone cùng có 8 nhân nhưng chipset Exynos 850 của Galaxy A21s sử dụng sử dụng nhân Cortex-A55 , còn chipset Helio G35 của Galaxy A12 chỉ là A53 mà thôi .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1923,"Cortex-A55 được sử dụng trên nhiều bộ xử lý cao cấp , đảm nhiệm nhân có khả năng tiết kiệm điện .",0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1924,alt : Galaxy A21s với hiệu năng mạnh mẽ và vượt trội hơn,0,[],[],[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
